SPCD,hw_sw,fia_wood_c
6948,hardwood,47.025
6949,hardwood,46.7975
6952,hardwood,47.025
6953,hardwood,47.025
6954,hardwood,47.96
6955,hardwood,48.04
6957,hardwood,47.025
6958,hardwood,47.025
6959,hardwood,47.96
6961,hardwood,47.48
6963,hardwood,47.96
6965,hardwood,47.61244
6966,hardwood,47.48
6967,hardwood,47.2
6968,hardwood,47.27
6969,hardwood,47.27
6970,hardwood,47.461765
6971,hardwood,47.27
6972,hardwood,47.396
6973,hardwood,44.66666667
6974,hardwood,47.62
6975,hardwood,47.62
6976,hardwood,47.62
6977,hardwood,47.62
6978,hardwood,47.62
6979,hardwood,47.62
6980,hardwood,47.62
6981,hardwood,47.62
6982,hardwood,47.62
6983,hardwood,47.62
6984,hardwood,47.62
6985,hardwood,47.62
6990,hardwood,46.979605
6991,hardwood,47.63925
6992,hardwood,47.55
6994,hardwood,47.039875
6996,hardwood,44.76666667
6997,hardwood,47.48
6998,hardwood,44.436
6999,hardwood,47.48
7000,hardwood,47.48
7003,hardwood,47.48
7004,hardwood,47.48
7005,hardwood,47.48
7006,hardwood,47.48
7007,hardwood,47.48
7008,hardwood,47.48
7011,hardwood,47.48
7012,hardwood,48.397
7013,hardwood,48.397
7014,hardwood,48.495
7015,hardwood,47.48
7016,hardwood,47.48
7017,hardwood,47.83
7019,hardwood,47.48
7021,hardwood,47.48
7022,hardwood,47.48
7023,hardwood,47.40461538
7024,hardwood,47.48
7025,hardwood,47.0635
7026,hardwood,46.481135
7028,hardwood,47.0005
7030,hardwood,47.48
7031,hardwood,46.12795
7032,hardwood,46.05977
7033,hardwood,47.1685
7034,hardwood,47.48
7035,hardwood,47.000283
7036,hardwood,47.48
7038,hardwood,46.26242
7039,hardwood,46.715775
7040,hardwood,47.48
7041,hardwood,46.40704
7043,hardwood,47.48
7044,hardwood,46.82893
7045,hardwood,46.400495
7046,hardwood,47.48
7047,hardwood,46.743215
7048,hardwood,46.015285
7049,hardwood,47.48
7051,hardwood,47.48
7052,hardwood,46.40704
7053,hardwood,47.48
7054,hardwood,47.48
7056,hardwood,46.40438
7057,hardwood,47.202555
7059,hardwood,46.745
7060,hardwood,47.48
7061,hardwood,47.48
7062,hardwood,47.48
7063,hardwood,47.48
7065,hardwood,46.745
7066,hardwood,47.48
7067,hardwood,47.48
7068,hardwood,47.48
7069,hardwood,47.48
7071,hardwood,47.48
7072,hardwood,47.48
7075,hardwood,47.48
7076,hardwood,47.48
7078,hardwood,46.745
7079,hardwood,46.745
7081,hardwood,47.48
7082,hardwood,50.50034647
7083,hardwood,47.48
7084,hardwood,47.48
7086,hardwood,46.745
7087,hardwood,46.745
7088,hardwood,46.745
7089,hardwood,47.48
7090,hardwood,47.48
7091,hardwood,46.745
7092,hardwood,47.57870256
7093,hardwood,47.48
7094,hardwood,47.48
7096,hardwood,46.745
7098,hardwood,47.48
7099,hardwood,46.745
7100,hardwood,47.48
7101,hardwood,46.745
7102,hardwood,46.745
7103,hardwood,47.48
7104,hardwood,47.48
7105,hardwood,47.48
7109,hardwood,47.48
7110,hardwood,47.725
7111,hardwood,47.48
7112,hardwood,47.48
7113,hardwood,47.48
7114,hardwood,47.725
7115,hardwood,47.725
7116,hardwood,47.48
7117,hardwood,46.885
7119,hardwood,47.55
7120,hardwood,47.55
7123,hardwood,47.935
7124,hardwood,47.935
7125,hardwood,47.935
7126,hardwood,47.935
7127,hardwood,47.935
7128,hardwood,47.935
7129,hardwood,47.97
7131,hardwood,46.78371
7132,hardwood,46.78371
7133,hardwood,47.62
7135,hardwood,47.48
7136,hardwood,47.48
7137,hardwood,47.48
7141,hardwood,46.40704
7142,hardwood,46.71
7143,hardwood,46.71
7144,hardwood,47.795
7145,hardwood,47.795
7146,hardwood,46.42
7147,hardwood,47.48
7148,hardwood,47.48
7149,hardwood,47.48
7150,hardwood,47.48
7151,hardwood,47.48
7152,hardwood,47.76
7153,hardwood,47.48
7154,hardwood,47.48
7155,hardwood,45.4
7156,hardwood,47.9
7158,hardwood,47.48
7159,hardwood,47.48
7160,hardwood,47.48
7162,hardwood,47.48
7163,hardwood,47.56904
7164,hardwood,47.48
7165,hardwood,47.9
7166,hardwood,47.48
7167,hardwood,47.795
7168,hardwood,47.9
7169,hardwood,47.9
7171,hardwood,47.9
7173,hardwood,47.48
7174,hardwood,47.48
7175,hardwood,47.8083
7176,hardwood,47.9
7177,hardwood,47.48
7178,hardwood,47.9
7179,hardwood,48.0946
7180,hardwood,47.220685
7181,hardwood,47.48
7182,hardwood,47.025
7184,hardwood,47.48
7185,hardwood,47.48
7186,hardwood,46.675
7188,hardwood,47.655
7190,hardwood,47.48
7191,hardwood,47.61244
7192,hardwood,47.61244
7193,hardwood,47.61244
7194,hardwood,47.48
7195,hardwood,47.48
7196,hardwood,47.48
7198,hardwood,47.48
7199,hardwood,47.40413167
7200,hardwood,46.955
7202,hardwood,47.48
7203,hardwood,46.5
7205,hardwood,47.50692308
7206,hardwood,44
7207,hardwood,46.864
7208,hardwood,46.864
7209,hardwood,46.864
7210,hardwood,48.54
7211,hardwood,47.48
7212,hardwood,47.48
7213,hardwood,47.48
7214,hardwood,47.48
7215,hardwood,46.74976
7216,hardwood,46.675
7217,hardwood,46.74976
7218,hardwood,47.48
7219,hardwood,46.74976
7220,hardwood,46.7485
7221,hardwood,46.74976
7223,hardwood,47.48
7224,hardwood,46.979605
7225,hardwood,46.979605
7226,hardwood,46.979605
7227,hardwood,46.979605
7228,hardwood,46.979605
7229,hardwood,47.48
7231,hardwood,47.48
7233,hardwood,47.039875
7235,hardwood,47.48
7237,hardwood,47.48
7239,hardwood,47.48
7241,hardwood,47.725
7243,hardwood,46.5
7245,hardwood,41.64142857
7246,hardwood,45.6
7247,hardwood,47.34
7248,hardwood,47.34
7249,hardwood,47.34
7250,hardwood,47.34
7251,hardwood,47.657625
7252,hardwood,47.585
7253,hardwood,47.657625
7254,softwood,47.165
7255,hardwood,45.6
7256,hardwood,47.48
7257,hardwood,47.34
7258,hardwood,47.48
7260,hardwood,47.97
7262,hardwood,47.48
7264,hardwood,47.48
7268,hardwood,47.48
7272,hardwood,47.3617
7273,hardwood,47.48
7274,hardwood,47.3617
7275,hardwood,47.69
7279,hardwood,47.48
7280,hardwood,47.48
7282,hardwood,47.3344
7285,hardwood,47.48
7286,hardwood,47.48
7288,hardwood,47.48
7290,hardwood,48.66333333
7294,hardwood,47.48
7295,hardwood,47.48
7298,hardwood,41.97833333
7299,hardwood,47.48
7300,hardwood,47.48
7302,hardwood,47.48
7303,hardwood,47.48
7305,hardwood,47.48
7306,hardwood,47.48
7307,hardwood,47.235
7309,hardwood,47.48
7311,hardwood,47.42295
7312,hardwood,47.42295
7313,hardwood,47.62
7315,hardwood,47.48
7317,hardwood,47.48
7319,hardwood,48.47127
7321,hardwood,42.4
7327,hardwood,47.48
7328,hardwood,44.68881663
7329,hardwood,46.5
7330,hardwood,47.48
7331,hardwood,46.5
7332,hardwood,46.815
7333,hardwood,47.48
7334,hardwood,47.585
7335,hardwood,46.72666667
7336,hardwood,47.48
7338,hardwood,47.220685
7340,hardwood,47.220685
7341,hardwood,47.48
7343,hardwood,47.97
7344,hardwood,47.97
7345,hardwood,47.97
7346,hardwood,47.97
7347,hardwood,47.48
7349,hardwood,45.1
7350,hardwood,48.635
7353,hardwood,47.48
7354,hardwood,47.48
7355,hardwood,47.48
7357,hardwood,47.48
7359,hardwood,48.07
7360,hardwood,47.025
7362,hardwood,47.025
7363,hardwood,48.32
7364,hardwood,48.32
7365,hardwood,48.425
7366,hardwood,47.48
7367,hardwood,48.32
7368,hardwood,48.32
7370,hardwood,47.025
7371,hardwood,47.025
7372,hardwood,47.025
7373,hardwood,47.025
7374,hardwood,47.165
7376,hardwood,47.165
7377,hardwood,47.62
7381,hardwood,48.32
7384,hardwood,47.60943
7385,hardwood,47.60943
7386,hardwood,47.60943
7387,hardwood,47.60943
7388,hardwood,47.60943
7389,hardwood,47.60943
7390,hardwood,47.60943
7391,hardwood,47.60943
7392,hardwood,47.60943
7393,hardwood,47.8083
7397,hardwood,47.8083
7401,hardwood,47.8083
7402,hardwood,47.8083
7403,hardwood,47.48
7404,hardwood,47.8083
7407,hardwood,48.18
7408,hardwood,47.8083
7409,hardwood,47.48
7410,hardwood,47.48
7411,hardwood,47.8083
7412,hardwood,47.48
7413,hardwood,47.8083
7418,hardwood,47.48
7420,hardwood,47.48
7422,hardwood,47.48
7424,hardwood,46.753575
7427,hardwood,47.9
7428,hardwood,47.9
7429,hardwood,47.9
7430,hardwood,47.9
7431,hardwood,47.9
7432,hardwood,46.5
7433,hardwood,47.48
7434,hardwood,46.00592399
7438,hardwood,47.48
7440,hardwood,47.41
7441,hardwood,47.41
7442,hardwood,47.48
7445,hardwood,47.48
7446,hardwood,47.48
7448,hardwood,45.8525
7453,hardwood,47.62
7454,hardwood,47.48
7455,hardwood,47.48
7456,hardwood,47.48
7457,hardwood,47.48
7458,hardwood,47.48
7459,hardwood,47.48
7460,hardwood,47.62
7462,hardwood,47.48
7463,hardwood,47.48
7464,hardwood,47.48
7465,hardwood,47.48
7466,hardwood,47.48
7467,hardwood,47.48
7469,hardwood,47.48
7470,hardwood,47.48
7471,hardwood,47.48
7472,hardwood,47.48
7474,hardwood,45
7475,hardwood,47.76
7477,hardwood,46.801315
7479,hardwood,47.48
7481,hardwood,47.48
7482,hardwood,45.6
7483,hardwood,47.935
7485,hardwood,47.48
7487,hardwood,47.48
7489,softwood,47.725
7490,hardwood,47.48
7491,hardwood,47.48
7492,hardwood,47.48
7493,hardwood,47.48
7494,hardwood,48.39
7495,hardwood,47.48
7496,hardwood,47.729375
7497,hardwood,47.025
7499,hardwood,48.62
7501,hardwood,47.48
7503,hardwood,47.48
7506,hardwood,46.05
7507,hardwood,47.445
7508,hardwood,47.48
7509,hardwood,47.60943
7510,hardwood,47.60943
7511,hardwood,47.60943
7512,hardwood,47.60943
7513,hardwood,47.60943
7514,hardwood,47.48
7515,hardwood,45.87781667
7516,hardwood,47.63333333
7517,hardwood,46.598
7518,hardwood,47.039875
7519,hardwood,47.039875
7520,hardwood,47.039875
7521,hardwood,47.039875
7522,hardwood,47.039875
7523,hardwood,47.039875
7524,hardwood,47.039875
7528,hardwood,47.039875
7529,hardwood,47.039875
7530,hardwood,47.48
7531,hardwood,47.48
7532,hardwood,47.48
7533,hardwood,47.605
7539,hardwood,46.92
7541,hardwood,47.48
7543,hardwood,47.62
7550,hardwood,42.196
7552,hardwood,47.48
7556,hardwood,47.48
7558,hardwood,46.43
7559,hardwood,46.43
7560,hardwood,46.43
7561,hardwood,45.709
7562,hardwood,46.43
7564,hardwood,47.2
7565,hardwood,47.48
7566,hardwood,47.2
7567,hardwood,47.38666667
7569,hardwood,47.48
7570,hardwood,47.48
7571,hardwood,47.69
7573,hardwood,47.48
7574,hardwood,47.48
7575,hardwood,47.31109
7576,hardwood,47.31109
7577,hardwood,47.375
7578,hardwood,47.375
7579,hardwood,47.370436
7580,hardwood,46.5
7583,hardwood,46.437175
7586,hardwood,47.83
7587,hardwood,47.83
7588,hardwood,46.815
7590,hardwood,47.48
7591,hardwood,47.48
7592,hardwood,47.48
7593,hardwood,46.5
7595,hardwood,47.48
7598,hardwood,46.6
7600,hardwood,51.57
7602,hardwood,46.955
7604,hardwood,47.48
7606,hardwood,47.48
7608,hardwood,47.48
7614,hardwood,47.27
7616,hardwood,47.27
7617,hardwood,47.27
7618,hardwood,48.145
7619,hardwood,48.145
7620,hardwood,48.145
7621,hardwood,48.355
7623,hardwood,48.145
7625,hardwood,48.145
7626,hardwood,47.795
7627,hardwood,48.145
7628,hardwood,47.48
7630,hardwood,47.48
7631,hardwood,44.05973417
7632,hardwood,43
7633,hardwood,47.48
7634,hardwood,47.795
7635,hardwood,47.48
7636,hardwood,47.48
7637,hardwood,47.74115385
7638,hardwood,47.585
7639,hardwood,47.34
7641,hardwood,47.585
7642,hardwood,47.585
7643,hardwood,47.48
7644,hardwood,47.48
7645,hardwood,47.48
7646,hardwood,47.48
7647,hardwood,47.48
7648,hardwood,47.48
7649,hardwood,47.165
7650,hardwood,47.165
7651,hardwood,47.165
7652,hardwood,47.48
7653,hardwood,46.2865
7654,hardwood,47.040995
7655,hardwood,47.040995
7657,hardwood,47.461765
7658,hardwood,47.725
7659,hardwood,47.4919
7660,hardwood,47.61244
7661,hardwood,47.61244
7662,hardwood,47.48
7663,hardwood,47.48
7664,hardwood,46.255
7666,hardwood,46.255
7667,hardwood,47.48
7669,hardwood,47.48
7671,hardwood,46.255
7672,hardwood,46.255
7673,hardwood,47.48
7674,hardwood,46.68571429
7677,hardwood,47.48
7679,hardwood,46.605
7680,hardwood,47.55
7682,hardwood,47.48
7684,hardwood,47.48
7688,hardwood,47.48
7689,hardwood,47.48
7694,hardwood,47.48
7695,hardwood,47.48
7697,hardwood,47.48
7698,hardwood,47.48
7699,hardwood,47.48
7700,hardwood,46.675
7702,hardwood,47.48
7704,hardwood,47.935
7705,hardwood,47.935
7706,hardwood,47.935
7709,hardwood,46.9648
7710,hardwood,48.11
7712,hardwood,47.69
7713,hardwood,47.69
7715,hardwood,47.3512
7716,hardwood,47.83
7717,hardwood,47.48
7719,hardwood,47.708865
7720,hardwood,47.708865
7721,hardwood,47.708865
7722,hardwood,47.708865
7723,hardwood,47.708865
7724,hardwood,47.708865
7725,hardwood,47.708865
7726,hardwood,47.708865
7727,hardwood,47.708865
7728,hardwood,47.708865
7729,hardwood,47.708865
7730,hardwood,47.708865
7731,hardwood,47.708865
7732,hardwood,47.708865
7733,hardwood,47.708865
7734,hardwood,47.708865
7735,hardwood,47.708865
7736,hardwood,47.708865
7737,hardwood,47.708865
7738,hardwood,47.708865
7739,hardwood,47.708865
7740,hardwood,47.708865
7741,hardwood,47.708865
7742,hardwood,47.708865
7743,hardwood,47.708865
7744,hardwood,47.708865
7745,hardwood,47.708865
7746,hardwood,47.708865
7747,hardwood,47.708865
7748,hardwood,47.708865
7749,hardwood,47.708865
7750,hardwood,47.9
7751,hardwood,47.708865
7752,hardwood,47.708865
7753,hardwood,47.708865
7754,hardwood,47.708865
7755,hardwood,47.708865
7756,hardwood,47.708865
7757,hardwood,47.708865
7758,hardwood,47.708865
7759,hardwood,47.2525
7763,hardwood,47.48
7764,hardwood,47.48
7766,hardwood,48.18
7767,hardwood,48.18
7768,hardwood,47.48
7769,hardwood,48.18
7770,hardwood,48.18
7771,hardwood,47.76
7774,hardwood,47.32614
7776,hardwood,47.865
7777,hardwood,47.865
7778,hardwood,47.865
7779,softwood,50.1
7781,hardwood,46.64
7782,hardwood,46.885
7783,hardwood,46.885
7792,hardwood,46.78
7793,hardwood,46.78
7794,hardwood,46.78
7795,hardwood,46.78
7798,hardwood,47.62
7799,hardwood,47.62
7800,hardwood,47.62
7801,hardwood,42.786
7803,hardwood,47.48
7804,hardwood,47.48
7805,hardwood,47.9
7806,hardwood,47.48
7807,hardwood,47.48
7808,hardwood,47.48
7810,hardwood,51.15
7812,hardwood,47.48
7813,hardwood,47.48
7814,hardwood,47.48
7815,hardwood,47.48
7816,hardwood,47.48
7817,hardwood,47.48
7818,hardwood,47.48
7819,hardwood,47.48
7821,hardwood,47.48
7822,hardwood,47.48
7823,hardwood,47.48
7824,hardwood,46.99
7828,hardwood,47.48
7829,hardwood,47.48
7831,hardwood,46.75676
7833,hardwood,47.48
7835,hardwood,46.43567
7839,hardwood,47.48
7841,hardwood,47.025
7842,hardwood,47.025
7845,hardwood,47.48
7846,hardwood,47.41
7847,hardwood,47.48
7848,hardwood,47.41
7849,hardwood,47.48
7850,hardwood,47.585
7851,hardwood,47.585
7852,hardwood,47.585
7853,hardwood,47.585
7855,hardwood,47.48
7857,hardwood,47.48
7861,hardwood,47.48
7862,hardwood,47.48
7863,hardwood,47.48
7865,hardwood,47.865
7867,hardwood,44.2
7868,hardwood,48.25
7869,hardwood,47.48
7870,hardwood,47.074
7872,hardwood,47.55
7873,hardwood,47.55
7874,hardwood,47.55
7875,hardwood,47.55
7876,hardwood,47.55
7877,hardwood,47.55
7878,hardwood,47.55
7879,hardwood,47.55
7880,hardwood,47.025
7881,hardwood,47.025
7882,hardwood,47.025
7883,hardwood,46.2172
7884,hardwood,46.2172
7886,hardwood,47.48
7887,hardwood,47.48
7888,hardwood,47.48
7889,hardwood,47.48
7890,hardwood,47.48
7891,hardwood,47.48
7892,hardwood,46.437175
7893,hardwood,47.48
7894,hardwood,47.48
7895,hardwood,47.48
7899,hardwood,46.865085
7900,hardwood,47.41
7902,hardwood,47.76
7903,hardwood,47.76
7904,hardwood,47.76
7905,hardwood,47.48
7906,hardwood,47.76
7907,hardwood,47.48
7910,hardwood,47.445
7911,hardwood,47.48
7912,hardwood,47.48
7913,hardwood,46.675
7914,hardwood,46.675
7915,hardwood,46.675
7916,hardwood,46.675
7918,hardwood,46.675
7919,hardwood,46.675
7920,hardwood,46.675
7921,hardwood,47.445
7922,hardwood,47.445
7923,hardwood,46.675
7924,hardwood,46.675
7925,hardwood,46.675
7926,hardwood,47.445
7927,hardwood,47.445
7928,hardwood,46.675
7929,hardwood,46.535
7932,hardwood,47.48
7933,hardwood,47.48
7934,hardwood,47.48
7935,hardwood,47.48
7936,hardwood,47.48
7939,hardwood,47.48
7940,hardwood,47.48
7942,hardwood,47.445
7944,hardwood,47.48
7946,hardwood,47.48
7948,hardwood,46.955
7952,hardwood,41.984
7953,hardwood,47.48
7954,hardwood,48.11
7956,hardwood,47.48
7958,hardwood,46.895325
7960,hardwood,46.97999
7961,hardwood,46.97999
7962,hardwood,48.11
7964,hardwood,47.76
7965,hardwood,47.76
7966,hardwood,47.76
7967,hardwood,47.76
7968,hardwood,47.76
7969,hardwood,47.76
7970,hardwood,47.76
7971,hardwood,47.62
7972,hardwood,47.62
7974,hardwood,47.62
7976,hardwood,47.48
7977,hardwood,46.693305
7978,hardwood,46.693305
7980,hardwood,48.35333333
7982,hardwood,47.69
7983,hardwood,47.69
7984,hardwood,47.69
7985,hardwood,47.69
7986,hardwood,47.69
7987,hardwood,47.69
7990,hardwood,47.48
7991,hardwood,47.48
7994,hardwood,47.48
7996,hardwood,47.48
7997,hardwood,47.48
7999,hardwood,47.48
8000,hardwood,47.55
8001,hardwood,47.48
8003,hardwood,47.48
8004,hardwood,47.48
8007,hardwood,46.675
8008,hardwood,48.33568
8009,hardwood,48.33568
8010,hardwood,48.33568
8011,hardwood,47.76
8013,hardwood,47.41
8014,hardwood,47.41
8015,hardwood,47.41
8018,hardwood,47.41
8019,hardwood,47.795
8020,hardwood,47.48
8022,hardwood,48.005
8023,hardwood,48.005
8024,hardwood,48.005
8027,hardwood,47.48
8029,hardwood,47.48
8030,hardwood,47.48
8032,hardwood,47.48
8033,hardwood,47.48
8034,hardwood,47.48
8036,hardwood,41.8
8037,hardwood,47.48
8044,hardwood,47.79325
8045,hardwood,47.48
8047,hardwood,47.48
8049,hardwood,47.48
8051,hardwood,46.2
8053,hardwood,48.1415
8054,hardwood,48.14185
8055,hardwood,48.14185
8056,hardwood,48.14185
8057,hardwood,48.14185
8058,hardwood,48.14185
8059,hardwood,48.14185
8060,hardwood,48.14185
8061,hardwood,48.14185
8062,hardwood,48.14185
8063,hardwood,48.14185
8064,hardwood,48.14185
8065,hardwood,48.14185
8066,hardwood,48.14185
8067,hardwood,48.14185
8068,hardwood,48.14185
8069,hardwood,48.14185
8070,hardwood,48.14185
8071,hardwood,48.14185
8072,hardwood,48.14185
8073,hardwood,48.14185
8074,hardwood,47.375
8075,hardwood,48.14185
8076,hardwood,48.14185
8077,hardwood,48.14185
8078,hardwood,48.14185
8079,hardwood,48.14185
8080,hardwood,48.14185
8081,hardwood,48.14185
8082,hardwood,48.14185
8083,hardwood,48.14185
8084,hardwood,48.14185
8085,hardwood,48.14185
8086,hardwood,48.14185
8087,hardwood,48.14185
8088,hardwood,47.48
8090,hardwood,48.14185
8091,hardwood,47.655
8092,hardwood,48.14185
8099,hardwood,47.48
8103,hardwood,47.025
8104,hardwood,46.885
8105,hardwood,46.885
8106,hardwood,47.48
8107,hardwood,47.865
8108,hardwood,47.865
8110,hardwood,47.48
8111,hardwood,36.5
8112,hardwood,47.193
8113,hardwood,47.48
8114,hardwood,47.48
8115,hardwood,47.3365
8121,hardwood,47.48
8123,hardwood,48.6
8125,hardwood,47.48
8127,hardwood,47.48
8129,hardwood,46.859065
8131,hardwood,47.865
8134,hardwood,47.48
8138,hardwood,47.48
8141,hardwood,47.48
8143,hardwood,47.48
8144,hardwood,47.48
8146,hardwood,47.48
8150,hardwood,47.62
8151,hardwood,47.62
8152,hardwood,47.62
8153,hardwood,47.62
8154,hardwood,47.48
8155,hardwood,46.8465
8156,hardwood,46.8465
8157,hardwood,47.48
8159,hardwood,47.27
8160,hardwood,47.48
8162,hardwood,47.48
8164,hardwood,47.48
8167,hardwood,47.48
8169,hardwood,47.48
8171,hardwood,47.48
8173,hardwood,47.48
8175,hardwood,47.48
8177,hardwood,47.48
8178,hardwood,47.48
8180,hardwood,46.15
8181,hardwood,47.62
8182,softwood,47.48
8183,softwood,51.11
8184,softwood,47.865
8185,softwood,47.865
8186,softwood,47.865
8187,softwood,48.2
8188,softwood,47.865
8189,softwood,47.125
8190,hardwood,47.48
8191,hardwood,47.48
8192,hardwood,47.48
8193,hardwood,47.48
8194,hardwood,47.48
8195,hardwood,47.48
8196,hardwood,47.48
8197,softwood,47.798125
8198,softwood,47.225
8199,hardwood,47.48
8200,softwood,47.798125
8201,softwood,47.795
8202,softwood,47.795
8203,softwood,52
8205,hardwood,48.25
8206,hardwood,48.25
8207,hardwood,48.145
8208,hardwood,47.48
8210,hardwood,47.235
8211,hardwood,47.48
8212,hardwood,48.245275
8213,hardwood,48.245275
8214,hardwood,48.245275
8215,hardwood,48.245275
8216,hardwood,47.48
8217,hardwood,48.46
8218,hardwood,48.245275
8219,hardwood,41.849
8220,hardwood,45.4
8222,hardwood,47.305
8223,hardwood,47.48
8224,hardwood,47.305
8225,hardwood,47.305
8226,hardwood,47.305
8227,hardwood,47.305
8228,hardwood,47.305
8229,hardwood,47.305
8230,hardwood,47.305
8231,hardwood,47.305
8232,hardwood,47.305
8233,hardwood,47.305
8234,hardwood,47.305
8235,hardwood,47.305
8236,hardwood,47.4226
8238,hardwood,47.305
8239,hardwood,47.305
8240,hardwood,46.693305
8241,hardwood,47.08506
8242,hardwood,46.895325
8243,hardwood,46.895325
8244,hardwood,46.895325
8246,hardwood,46.895325
8247,hardwood,46.895325
8248,hardwood,46.895325
8249,softwood,47.865
8250,hardwood,47.13
8251,hardwood,47.13
8252,hardwood,47.13
8253,hardwood,47.69
8254,hardwood,47.69
8255,hardwood,47.48
8256,hardwood,47.69
8257,hardwood,47.55
8258,hardwood,47.55
8259,hardwood,47.55
8260,hardwood,47.55
8261,hardwood,47.55
8262,hardwood,47.55
8263,hardwood,47.55
8266,hardwood,47.48
8268,hardwood,47.48
8269,hardwood,47.48
8271,hardwood,47.48
8272,hardwood,47.55
8273,softwood,47.48
8274,softwood,47.48
8275,hardwood,47.48
8276,hardwood,47.48
8279,hardwood,47.48
8280,hardwood,47.48
8283,hardwood,48.0946
8284,hardwood,47.48
8285,hardwood,48.0946
8286,hardwood,48.18
8287,hardwood,48.0946
8288,hardwood,48.0946
8289,hardwood,48.0946
8290,hardwood,47.220685
8292,hardwood,47.62
8293,hardwood,47.62
8294,hardwood,47.62
8295,hardwood,47.274935
8296,hardwood,47.445
8297,hardwood,46.325
8298,hardwood,46.7205
8299,hardwood,46.6
8300,hardwood,47.48
8301,hardwood,47.48
8302,hardwood,47.48
8303,hardwood,47.13028
8304,hardwood,46.7205
8305,hardwood,47.48
8306,hardwood,46.7205
8307,hardwood,47.305
8308,hardwood,47.305
8309,hardwood,47.375
8310,hardwood,47.305
8311,hardwood,47.48
8313,hardwood,48.07208333
8314,hardwood,48.07208333
8315,hardwood,47.62
8316,hardwood,47.62
8317,hardwood,47.62
8318,hardwood,47.62
8319,hardwood,47.62
8320,hardwood,47.62
8321,hardwood,47.62
8322,hardwood,47.62
8323,hardwood,47.62
8324,hardwood,47.62
8325,hardwood,47.62
8326,hardwood,47.62
8327,hardwood,47.62
8328,hardwood,47.62
8329,hardwood,47.62
8330,hardwood,47.62
8331,hardwood,47.62
8336,hardwood,47.62
8337,hardwood,47.62
8338,hardwood,47.62
8339,hardwood,47.62
8340,hardwood,47.48
8341,hardwood,48.11
8342,hardwood,47.48
8343,hardwood,46.5
8344,hardwood,47.48
8345,hardwood,47.655
8346,hardwood,47.48
8347,hardwood,47.48
8348,hardwood,47.61543478
8349,hardwood,47.48
8350,hardwood,60.9143382
8351,hardwood,47.61543478
8352,hardwood,47.48
8353,hardwood,47.48
8354,hardwood,47.48
8355,hardwood,46.885
8356,hardwood,43.8
8357,hardwood,47.61543478
8358,hardwood,47.48
8359,hardwood,47.48
8360,hardwood,47.655
8361,hardwood,47.48
8362,hardwood,47.48
8363,hardwood,47.48
8364,hardwood,47.48
8365,hardwood,47.41
8366,hardwood,47.48
8367,hardwood,47.48
8368,hardwood,47.48
8369,hardwood,47.48
8370,hardwood,47.48
8373,hardwood,47.41
8377,hardwood,47.48
8382,hardwood,47.48
8386,hardwood,47.48
8387,hardwood,47.48
8388,hardwood,47.48
8389,hardwood,47.48
8390,hardwood,47.48
8391,hardwood,47.48
8392,hardwood,47.48
8393,hardwood,47.48
8394,hardwood,47.48
8395,hardwood,49.17
8397,hardwood,47.48
8398,hardwood,47.48
8399,hardwood,47.48
8400,hardwood,47.48
8401,hardwood,47.48
8402,hardwood,46.256365
8403,hardwood,46.5
8404,hardwood,47.445
8405,hardwood,47.445
8406,hardwood,47.445
8407,hardwood,47.48
8408,hardwood,47.48
8409,hardwood,47.48
8410,hardwood,47.48
8411,hardwood,46.5
8412,hardwood,47.62
8413,hardwood,47.48
8415,hardwood,47.62
8416,hardwood,47.62
8418,hardwood,47.62
8419,hardwood,47.48
8420,hardwood,47.34
8421,hardwood,47.34
8422,hardwood,47.48
8423,hardwood,47.34
8424,hardwood,46.605
8425,hardwood,47.48
8426,hardwood,47.34
8427,hardwood,47.21657895
8429,hardwood,47.21657895
8430,hardwood,47.0495
8431,hardwood,47.678975
8432,hardwood,47.678975
8433,hardwood,47.48
8434,hardwood,47.678975
8435,hardwood,47.678975
8436,hardwood,47.48
8437,hardwood,47.21657895
8438,hardwood,47.2
8439,hardwood,47.48
8440,hardwood,47.865
8441,hardwood,47.21657895
8442,hardwood,47.865
8443,hardwood,47.865
8444,hardwood,47.48
8445,hardwood,47.48
8447,hardwood,47.48
8449,hardwood,47.99
8450,hardwood,47.21657895
8453,hardwood,47.21657895
8455,hardwood,47.21657895
8456,hardwood,47.06
8457,hardwood,47.21657895
8458,hardwood,46.376905
8459,hardwood,47.21657895
8460,hardwood,46.325
8461,hardwood,47.21657895
8462,hardwood,46.6029
8463,hardwood,46.325
8464,hardwood,46.36
8465,hardwood,46.572765
8466,hardwood,46.572765
8467,hardwood,47.66669
8468,hardwood,47.66669
8469,hardwood,48.005
8470,hardwood,45.6
8471,hardwood,46.5
8472,hardwood,47.48
8473,hardwood,47.61244
8474,hardwood,46.99
8475,hardwood,47.783345
8476,hardwood,47.48
8477,hardwood,47.783345
8478,hardwood,47.48
8479,hardwood,47.795
8480,hardwood,48.18
8481,hardwood,47.48
8483,hardwood,47.48
8484,hardwood,47.48
8485,hardwood,47.48
8486,hardwood,46.99
8487,hardwood,47.21657895
8489,hardwood,47.48
8490,hardwood,47.48
8491,hardwood,47.62
8492,hardwood,47.21657895
8494,hardwood,47.48
8495,hardwood,47.48
8499,hardwood,47.48
8501,hardwood,47.48
8502,hardwood,48.04
8503,hardwood,47.97
8504,hardwood,42.4175
